filename,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,y
0249.csv,False,False,False,5.28262159055981,11454.777413803014,35986.24457170984,0.001003771907330572,5,7,1,17478.466270311128,0.004134528100398268,17483.748891901687,4.882539780270631,0
0250.csv,False,False,False,4.812336149462719,10424.478741327444,32749.465831257272,0.0009857209903748523,5,9,1,16620570.038575372,0.019366215032613415,16620574.85091152,4.988952029820166,1
0251.csv,False,False,False,4.406839669061908,9032.67591268693,28376.988289554738,0.001005145425064243,4,9,1,167594.14017242257,0.7356676863528724,167598.54701209164,4.058373538033647,0
0252.csv,False,False,True,5.225145187860776,9309.457208762002,29246.52237595525,0.001006731387188704,5,10,1,246.09916449442798,128563.67568641738,251.32430968228886,5.001585508503637,0
0253.csv,True,False,True,6.709284945735707,10021.51891066196,31483.530187546803,0.0010123792923184946,4,11,1,83171.85493120013,0.04759051631702201,83178.56421614588,4.031641437296429,0
0254.csv,False,False,False,6.4732244673677775,10716.219941092917,33665.99784118995,0.0010033951174877856,7,8,1,741197.8906944314,20.157220676360453,741204.3639188987,6.930588661842631,0
0255.csv,False,False,True,4.618690533447949,10823.589142873889,34003.30813672685,0.0009959301511128476,3,7,1,334607564.0057283,36592.94692760593,334607568.62441885,2.9507746692602486,1
0256.csv,False,False,True,4.429351319649797,11076.230538693326,34797.00448982587,0.0009915607220187257,6,5,1,74413.32534727931,9.233598944066543,74417.75469859896,6.10246867796222,1
0257.csv,False,False,False,6.892268620791901,11705.167542649167,36772.86836102432,0.0009986228407056095,6,12,1,556.8512504298865,2.045917329969516,563.7435190506784,5.926713881719134,0
0258.csv,False,False,False,4.92974086135342,11516.977631022017,36181.65231717675,0.0010045736099136855,2,13,1,6354208.195206861,0.22005639225587773,6354213.124947722,1.8192431318566589,0
0259.csv,False,False,True,4.80153542061126,10671.903983566595,33526.77515458847,0.00099063971533776,5,7,1,5408.687466578549,17.556174673159262,5413.48900199916,5.001563907124676,1
0260.csv,False,False,False,5.87935496444136,11042.122354707055,34689.85046958732,0.00099401985635183,6,10,1,76498.83003938412,13.382070585492725,76504.70939434857,5.889690110660068,0
0261.csv,False,False,True,6.8423575600869695,10827.573382401662,34015.82499435745,0.0009936515530428287,5,19,1,6602.8282280258945,11.53888486021165,6609.670585585982,5.156748162882149,0
0262.csv,False,False,True,5.438906126415716,8751.84530506011,27494.73291573116,0.0010160616011148534,8,7,1,786523.4542262873,0.3054529703192921,786528.8931324137,7.945599829353522,0
0263.csv,False,False,True,4.498492744763392,9014.041611552302,28318.44690600541,0.0010026493616619957,5,7,1,171.4125870057652,4619.931115665738,175.91107975052861,4.823283179247044,1
0264.csv,False,False,True,3.813298225278536,11181.611826760192,35128.069570242566,0.001008519720537892,6,11,1,20849.46345601904,13317.713576459855,20853.276754244318,5.880010234506029,0
0265.csv,False,False,True,4.135048105759812,10361.983917800551,32553.1325527778,0.0010121135781281057,2,10,1,2961.2015233966204,1.3554478013368894,2965.336571502381,2.05299836934163,0
0266.csv,False,False,True,3.799293499099,9907.01008722256,31123.790109058365,0.0009934434380117908,7,12,1,666884.8459714457,0.02899603221174878,666888.6452649448,6.951738659137003,0
0267.csv,False,False,True,4.336448866271806,9737.737357201873,30592.004143972285,0.0010113275623542858,6,9,1,287690359.82315856,0.10685975838502387,287690364.1596073,6.142308907828523,0
0268.csv,False,False,True,3.5675798015378506,10489.547601873437,32953.885685526024,0.0010049050212065556,6,14,1,126634.25213764876,251793.5976328136,126637.8197174503,6.0316046670722425,0
0269.csv,False,False,False,4.2277964027615695,11479.911166102022,36065.204583289546,0.0009931072510000454,5,10,1,37189.13163595252,0.43144197693494907,37193.359432355275,4.992287528365174,0
0270.csv,True,False,True,4.145308002463667,10032.212470253047,31517.12499579888,0.0010143203785254763,3,14,1,27995420.35557041,230.69440771802158,27995424.50087841,3.115877705937755,0
0271.csv,False,False,False,5.6882608903572285,8885.066296890516,27913.25900496952,0.0010020379540998307,7,14,1,0.7926727523643624,4.2581699771515265,6.480933642721592,6.971554735159218,0
0272.csv,False,False,True,5.202788964201068,11553.095370622901,36295.11954257116,0.0010004332675574656,5,10,1,888.1710467282512,1.5317445718077871,893.3738356924525,4.929514623758316,0
0273.csv,False,False,True,3.9310709763598415,10138.913576387442,31852.33640696061,0.001009491577059996,5,6,1,367541227.38320047,0.8304519408739903,367541231.31427145,4.964316917279943,1
0274.csv,False,False,False,4.1439027659955805,10824.173146694451,34005.1428388392,0.0010055208134890838,4,2,1,10.309766371784056,1821.7223981163254,14.453669137779634,4.205476694048409,1
0275.csv,False,False,True,5.243312199617625,10772.728937587272,33843.526089438354,0.001013585977525457,6,9,1,102.90565274371504,33.41464893356551,108.14896494333269,6.04570236729409,0
0276.csv,False,False,True,5.720864841009967,10022.947790772625,31488.019146805327,0.0009955363360031957,4,13,1,1262.558431748048,0.3754903740422879,1268.2792965890578,4.009930961125762,0
0277.csv,False,False,False,4.853945615221163,9749.919586039632,30630.275744593346,0.0010105663380109585,5,6,1,25455567.92178548,96.86071619067344,25455572.77573109,4.902755989699275,0
0278.csv,False,False,True,4.3433384328518105,9805.881488150992,30806.085245147315,0.0010061017206567011,5,10,1,69737801.20012343,0.12884992278529356,69737805.54346186,5.125653308518748,0
0279.csv,False,False,False,5.980388639602156,9536.189947037221,29958.82428084897,0.0010025431521742908,4,9,1,155051.56767152887,0.14742969866636366,155057.54806016848,3.9175881930961727,0
0280.csv,True,False,True,6.351036547252753,10471.845256066948,32898.272125989046,0.0009865045167302177,4,3,1,91877982782.69882,5.513410004905428,91877982789.04988,4.173124395640504,1
0281.csv,False,False,True,5.128267969317384,10112.026995579352,31767.869722213763,0.0009940322417203817,4,13,1,8.578280608887765,0.0006708533469600923,13.706548578205151,3.858094683083698,0
0282.csv,False,False,False,4.296920377576028,9776.099551068935,30712.52253040065,0.001003764861888567,4,12,1,1417164.1929590371,0.052868395983512464,1417168.4898794147,3.929505679530721,0
0283.csv,False,False,False,3.0602402920079745,9564.216902003714,30046.8735566742,0.0010150698413914818,5,10,1,11147.232361060263,0.009267764785012218,11150.292601352274,5.123160263337374,0
0284.csv,False,False,True,4.209584083217548,9259.62326429293,29089.964422111807,0.001001176501718428,7,10,1,124532.45707836305,0.2258952188218126,124536.66666244633,7.1101284926764405,0
0285.csv,True,False,False,5.076215369283061,8461.407699787824,26582.296268681537,0.0009959655578956554,5,6,1,15215.98889492951,42.94964603899311,15221.065110298792,5.175546140746569,0
0286.csv,False,False,True,6.209422611481697,9373.356745552272,29447.268691303354,0.0010004734561790763,4,15,1,1160208.7686256026,977.5025945457776,1160214.978048214,4.070993480512715,0
0287.csv,False,False,True,6.016451737688477,9666.332310819094,30367.678574826914,0.0010144451357774027,7,15,1,584422.6484420379,0.1587162363593681,584428.6648937755,6.9058875025181425,0
0288.csv,True,False,False,6.961774073644498,9120.577502287762,28653.13927768358,0.0010046215554330225,2,9,1,228043990.31154507,0.11160369686516393,228043997.27331915,1.9430112358216955,0
0289.csv,False,False,True,4.3222239485998815,9930.105736705318,31196.347231803287,0.001005449011157414,5,6,1,0.025639839006239482,0.014873185660914228,4.347863787606121,4.984468272369114,1
0290.csv,False,False,True,6.307265964306293,8932.562981603312,28062.47424073311,0.0009985270016597946,5,9,1,151799.59974011302,1.1359254925647382,151805.90700607732,5.03051795923829,0
0291.csv,False,False,False,4.679012880276055,8913.57880422688,28002.833688552866,0.0009984828540970645,4,11,1,89871977.32402545,494.34496505006103,89871982.00303833,4.002768527806217,0
0292.csv,False,False,True,4.3696659133249645,11608.38184446633,36468.80712264055,0.0010011666058942724,7,12,1,49.73527515282323,0.015850881897849927,54.10494106614818,7.1292578570261576,0
0293.csv,False,False,False,4.897830251944649,10447.574606239405,32822.02363079299,0.0010129354585442169,6,10,1,1227245.3413170546,193.38068434189483,1227250.2391473064,6.195102331673733,0
0294.csv,False,False,False,3.4560567635821617,10111.741673109987,31766.973355240094,0.0010214205200686154,3,15,1,66.60527649672092,398.3129175852162,70.0613332603031,2.8469215482240653,0
0295.csv,False,False,True,5.143774398930948,10595.483821846263,33286.69413594173,0.0009834720875444654,7,8,1,4.665928580155626,208.2037676701184,9.809702979086572,7.261277517159113,1
0296.csv,False,False,True,3.9571969095849626,10919.316344160394,34304.04400903725,0.0009996946605970163,3,12,1,253.337026273333,0.01568433976511902,257.294223182918,2.970430186793442,0
0297.csv,False,False,False,4.814153858405393,8421.179513540867,26455.91569430085,0.0010092339919918797,7,13,1,3000389.022879925,3701.975189753017,3000393.8370337836,7.087754700950806,0
0298.csv,False,False,False,4.587686029919606,10921.868852811976,34312.06295146528,0.0009987753702050202,3,6,1,333329.7876151739,525014.8583644558,333334.3753012038,3.196586335037458,1
0299.csv,False,False,True,5.994970777625081,9664.0799954819,30360.60271751001,0.0010085411792373367,4,13,1,20.081508990495454,2.253255933126835,26.07647976812053,3.9866930147306947,0
0300.csv,False,False,False,5.333108305727582,8401.510551440098,26394.123827461342,0.0010067766687923622,3,16,1,12210.234800954475,4884.499765634315,12215.567909260202,3.0206289540901565,0
0301.csv,False,False,False,5.864816298314554,12014.437808564662,37744.469556398195,0.00100548519006356,6,12,1,12951.848013340988,0.1418087423831592,12957.712829639302,6.119258647917866,0
0302.csv,False,False,True,3.1896660796041765,7600.128900014208,23876.509118620103,0.0010040768874438725,5,12,1,22485.907856214337,0.5456779183932868,22489.09752229394,5.0321792322157854,0
0303.csv,False,False,True,4.259083502786717,9865.126350464532,30992.208469354464,0.000992702275194517,6,11,1,128045.62354390851,4.451457660987724,128049.88262741132,5.84021722505574,0
0304.csv,False,False,True,4.444082127854305,8073.92695274399,25364.989600361143,0.0009887963119363597,5,8,1,10.085462557991676,594.7974407974217,14.52954468584598,4.936710160866231,1
0305.csv,False,False,False,5.613461413817957,11256.865871162912,35364.487123291074,0.0010162879051955267,6,8,1,31841.387472892777,2.7846878166972884,31847.0009343066,5.928409868882812,0
0306.csv,False,False,True,4.713077388852649,10598.619270863252,33296.544439539204,0.000979572634431143,4,10,1,5810351.549221986,78.85460835498861,5810356.262299375,4.029500059197511,1
0307.csv,False,False,True,4.3624855139545895,10372.736917406828,32586.91409734493,0.0010129044421858854,6,11,1,1.0531362415459171,0.5044996461580518,5.415621755500506,5.941921052264018,0
0308.csv,False,False,False,4.405320373415896,9437.151844360218,29647.686905053437,0.0009916234040975912,8,13,1,1061.5917471024497,0.0005828000807055876,1065.9970674758654,7.999756216396056,1
0309.csv,False,False,False,7.1140056453456735,10260.22518507551,32233.448065610195,0.0010014383412686534,4,14,1,1507.3917992808506,0.06862610411839368,1514.5058049261959,4.131037240380957,0
0310.csv,False,False,True,3.818710003152665,9164.472038849113,28791.038031277447,0.0010027164184658994,5,7,1,3116.212327029713,0.02519367313050113,3120.0310370328657,4.9935094130436575,0
0311.csv,False,False,False,5.150852827657307,9494.844274460444,29828.933019624037,0.0009985240442723913,5,6,1,34.784453116885885,0.0003331997493239342,39.93530594454319,5.077433260615135,1
0312.csv,False,False,False,2.116269561934378,8853.968511834142,27815.56243189349,0.0009978537791561952,3,11,1,20.50638003695446,12486.963760349778,22.62264959888884,3.0665568637156837,1
0313.csv,False,False,False,3.880746277738252,10268.134676939217,32258.296467142853,0.0010057571885435008,7,6,1,26890.48800118162,1.9083441864606927,26894.36874745936,6.894639257785088,1
0314.csv,False,False,False,4.7602033886328785,9188.486778819406,28866.482561945988,0.0009882509582050864,5,10,1,493.894185942328,0.008699231030060428,498.65438933096084,5.020666041679612,1
0315.csv,False,False,False,6.0590784881774695,10660.068530565122,33489.59298238713,0.001000668175283801,7,14,1,317.82850957922864,0.12858463337372952,323.88758806740606,6.942237770379852,0
0316.csv,False,False,True,4.312381201054977,9297.485238593845,29208.911322425964,0.0010052956058669653,6,7,1,639390.0461455683,23.023642879653984,639394.3585267693,5.889014680966463,1
0317.csv,False,False,False,5.349972181128171,10546.973540716275,33134.294593120176,0.0010042681856360738,2,10,1,1142.1927730434759,130.9770084289139,1147.542745224604,1.9828293891212636,0
0318.csv,False,False,True,4.727561959485862,11057.526633217023,34738.24443778808,0.001012944191291871,5,14,1,14.73698505939316,0.0001941442389044525,19.46454701887902,4.953806219696928,0
0319.csv,False,False,False,4.818480870592531,7542.5376667686705,23695.580923344747,0.0010132977535799966,3,11,1,4868.14038336346,0.28392556950955977,4872.958864234052,3.222199722092092,0
0320.csv,False,False,True,6.400753657225001,9205.441582583508,28919.747648894347,0.0010008548251430034,7,10,1,15.994466997348821,1184.9341474447244,22.395220654573823,7.133003222946803,0
0321.csv,False,False,True,4.435084823069911,10709.717775509249,33645.570685559884,0.000991117037175848,5,14,1,299231.0513738537,1.128005559964063,299235.48645867675,5.104484459624282,0
0322.csv,False,False,False,5.219054907409334,9748.000472933183,30624.246672956724,0.0010194893534205113,7,9,1,623211589.0848305,0.005533903616930847,623211594.3038857,6.913167034028995,0
0323.csv,False,False,True,4.630827392889619,10356.588385002664,32536.18198657775,0.0010131331469734595,3,11,1,218191.84086941177,4.398087275343944,218196.47169680466,2.885912348159984,0
0324.csv,False,False,False,2.907836236209964,8435.99272834357,26502.452781101074,0.0010024251543704218,5,15,1,2484502.16824294,0.2872683975262205,2484505.076079176,4.981006750444839,0
0325.csv,False,False,False,3.9221957492620243,11101.916088157517,34877.69802332598,0.0010073836373145706,5,13,1,799.6992166541595,0.1148288769421024,803.6214124034218,4.81802753739461,0
0326.csv,False,False,False,5.631786089185102,9440.727497720532,29658.920151381968,0.0009974669955618886,7,15,1,111.81450115855742,45.106800659030036,117.44628724774248,6.972935915891079,0
0327.csv,False,False,False,4.533242420462888,10889.225071557528,34209.509488090924,0.0010011514620017242,5,7,1,5683.033278640248,26.445055267248613,5687.56652106071,4.981456810309161,1
0328.csv,False,False,True,3.4541857112358514,9416.839831509384,29583.87483470163,0.0009836721401610576,4,14,1,463732.37623880256,0.02447670863410055,463735.83042451384,3.9979520407816,0
0329.csv,False,False,True,4.652796406849609,9818.181959941448,30844.72831695989,0.000990948135665486,7,12,1,7306372.195055142,0.3225250348322962,7306376.84785155,6.8460638035680645,0
0330.csv,False,False,False,5.054224861425902,10603.424859977613,33311.641642997034,0.0010045722842581012,1,9,1,5530547.630645169,55.15588406443086,5530552.684870032,1.1335928054434288,1
0331.csv,False,False,False,2.661043532937531,10098.582194214165,31725.631633015917,0.0010119467014457826,3,9,1,1052112.1194832495,0.027530997595804702,1052114.7805267824,3.180955906201331,0
0332.csv,False,False,True,5.3028922339136,9009.401097746224,28303.868301923354,0.0009808773642132186,7,11,1,29766324.9650598,0.04263008600541432,29766330.26795203,7.18470345660349,1
0333.csv,False,False,True,5.964640572948658,9132.06752610386,28689.2362520938,0.0010010520234705297,8,14,1,22888306.42316634,183.60096439478767,22888312.38780691,7.9621732144191375,0
0334.csv,False,False,True,5.4736993181874185,9185.82532089049,28858.121345268668,0.0009953603055750091,7,9,1,271278.2286238121,0.1083467566052454,271283.70232313033,7.078933061179334,0
0335.csv,False,False,False,4.466354044748497,9665.958774691357,30366.505076472164,0.0009981830088770674,6,7,1,1567999.1255204056,378.36595426806684,1568003.5918744502,5.987425925400032,1
0336.csv,False,False,True,5.175659295979754,11240.7792072976,35313.949378271034,0.0009994385565694373,7,8,1,11898.042261824532,12.628440508424132,11903.217921120513,6.960961028564447,1
0337.csv,False,False,False,6.592749443157043,10440.493716579896,32799.778359857795,0.0010110278641287053,6,14,1,2469.470408658627,1.0416468473508669,2476.063158101784,5.9367386158851145,0
0338.csv,True,False,False,3.9548987833634133,11012.824208662398,34597.807629209616,0.001016238961842579,8,11,1,17.94200332124439,0.1159798367642062,21.8969021046078,8.133858389975797,0
0339.csv,False,False,True,4.839425657759014,8894.286962037697,27942.22657885711,0.0010150072764769057,7,6,1,17682.72944759205,0.014972713266344147,17687.568873249813,7.024608668309134,1
0340.csv,False,False,False,5.109436217351414,8988.912487231346,28239.50143364755,0.0010048340308952124,5,7,1,41528.11654638437,0.02079115325246893,41533.225982601725,5.118714707132686,1
0341.csv,False,False,True,3.8170831808935297,9306.3569249152,29236.782546998096,0.0010040096455898844,5,13,1,16851941.968640666,0.3934050057886652,16851945.785723846,5.155363566766585,0
0342.csv,False,False,True,3.1511932429269693,8621.470860424384,27085.14951824772,0.0010017907827840847,4,12,1,147413.7473515812,6.259083288568384,147416.89854482413,4.055633954418346,1
0343.csv,False,False,False,3.93313885607104,9125.595258473471,28668.903023654108,0.0010088568389946145,7,8,1,87405.91691288442,1476382.5626972513,87409.85005174049,7.0911782613275545,0
0344.csv,False,False,True,5.481628350498754,11780.49039505377,37009.50208078604,0.000993582480236206,4,8,1,26.96364713814868,0.2828899897191995,32.445275488647425,4.062798271427913,0
0345.csv,False,False,True,4.614149110916488,12413.159710036276,38997.091352886775,0.0010032306588087737,4,3,1,92.3491197095927,13.074661979998114,96.9632688205092,3.9724864436639296,1
0346.csv,True,False,False,5.740798375178097,11427.604112674391,35900.87712851038,0.0009927014738099415,1,8,1,3678.502020282901,230.47815771343858,3684.242818658079,1.1636940026986626,0
0347.csv,True,False,True,5.0704779090317516,8241.611381683799,25891.785770439845,0.0009946057466369278,5,11,1,26961.350873930067,0.01232011988331893,26966.421351839097,5.011948676431035,0
0348.csv,False,False,False,4.477918968514152,9729.325433200456,30565.57730532689,0.0009991873638094738,5,12,1,4380724.1112531535,0.219134273539592,4380728.589172122,4.961781438049991,0
0349.csv,False,False,True,4.6986271173326895,10004.18646639543,31429.07870797031,0.0009908526926412473,6,11,1,1509.8809271883188,303192.90290490823,1514.5795543056515,6.085693575939598,0
0350.csv,False,False,False,4.333399732563703,10776.711478568603,33856.03761092792,0.0010150611105689857,7,11,1,22694810.54652728,9.763694929775914,22694814.87992701,6.961041162648892,0
0351.csv,False,False,True,3.4392401315013603,10833.934760339309,34035.80985255308,0.0010043040222602671,7,11,1,522454.4957629974,4.054616419983741,522457.9350031289,6.9602707835976965,0
0352.csv,False,False,True,5.897464528633541,9738.814234706751,30595.38725443043,0.0010059071906145722,6,8,1,258.408150281387,0.07204831082595388,264.30561481002053,6.078612854148209,0
0353.csv,False,False,True,5.49912316755688,9723.843011037385,30548.353768135497,0.0010053724135233664,6,9,1,6567.837695711148,11.564363420715699,6573.3368188787035,6.1571107175791155,1
0354.csv,False,False,False,5.120546277243081,10314.969968485815,32405.433874994374,0.0009975401848334694,6,9,1,2285587.988896117,23094.90348498504,2285593.1094423947,5.961416249011059,0
0355.csv,False,False,True,5.470492619142012,9341.014614414793,29345.66288972041,0.0010007587346095915,6,12,1,20.364507730938733,376.33823249019883,25.83500035008075,5.9474165431825625,0
0356.csv,False,False,True,4.519405505976722,12819.907634197783,40274.927643295465,0.0010026398123829502,3,4,1,20941405.304151125,21.94328039378221,20941409.82355663,3.0852135411523207,1
0357.csv,False,False,True,3.80968266536008,10836.044531699275,34042.4378947583,0.0009948028923393497,5,7,1,1498.9156035893855,4.560592763656269e-05,1502.7252862547455,4.966611557975579,1
0358.csv,False,False,True,5.710765174100732,9614.670377527054,30205.3778247264,0.0009885510625029256,6,17,1,6822690.313635066,1.2851718611823466,6822696.02440024,5.99063714408835,0
0359.csv,False,False,True,4.446203719470316,10961.661240146468,34437.07442318412,0.0010012676462189,4,11,1,609872.6800110767,15.145213197918626,609877.1262147962,4.114201648762228,0
0360.csv,False,False,False,5.163460884385841,8822.401899013308,27716.392992956844,0.0010058691186093352,3,9,1,6062.104080700778,0.8999665894219389,6067.267541585164,3.044159861666385,0
0361.csv,False,False,True,5.104960504010544,10262.771335658756,32241.447033577457,0.0009995051831733742,5,11,1,7583.61207040362,0.7623530401674673,7588.717030907632,4.941583226672581,0
0362.csv,True,False,True,6.150136743311119,10025.27309482095,31495.324304920905,0.0009968552040717116,6,12,1,671.8861756252038,42.64592309051425,678.0363123685148,6.229880246608361,0
0363.csv,True,False,False,5.556561634752161,8492.780164425307,26680.85577311166,0.001002306277926318,6,11,1,10362.002969184687,496.1563053887026,10367.55953081944,6.047655708857652,0
0364.csv,False,False,False,5.6090491700148775,10455.99002483155,32848.46144801896,0.0009914194282908144,5,7,1,22692.401428134966,0.003670106757024787,22698.010477304986,5.235992005169796,1
0365.csv,False,False,False,4.367486739191239,10800.749796700447,33931.556214575576,0.0010079968957965651,4,16,1,623.3174361730331,530.766880444835,627.6849229122244,4.020682203367252,0
0366.csv,False,False,True,5.580318413965101,8949.639055801053,28116.120309984883,0.0009983024829502108,6,9,1,1624.4855139882666,64.94999515462605,1630.065832402232,6.09336515706787,0
0367.csv,False,False,True,4.9393431370446725,8996.949847265967,28264.751544886567,0.0010137438147666423,3,8,1,7053510.919178163,0.0002384441207077774,7053515.8585212985,2.890671882973129,0
0368.csv,True,False,True,6.089541361846706,10783.712878410644,33878.033157236525,0.0010098363561879444,4,11,1,3506.263859995013,921.8991336389572,3512.353401356861,4.042184582327349,0
0369.csv,False,False,False,5.041225817037005,10112.80789406053,31770.32298714543,0.0009977998301507513,4,11,1,5764.0548035931015,15.183119465680134,5769.096029410141,4.055511466982444,0
0370.csv,False,False,True,5.658613117768732,8935.105736334493,28070.462540316465,0.001012159234792093,5,12,1,7520816.755870813,0.0015917047454196663,7520822.414483929,5.013933479207637,0
0371.csv,False,False,False,6.441426983747657,11485.727115077376,36083.47592586417,0.0010028289849944787,6,8,1,116945.4260313283,0.014292436867812813,116951.86745831204,6.108384271561508,0
0372.csv,False,False,True,4.992623694666534,10257.07672516032,32223.556887070517,0.001000484650386914,3,9,1,412.2745469302639,4.651323342222171,417.2671706249303,2.9531642819201416,1
0373.csv,False,False,True,5.992957323203223,9609.437145959462,30188.93714287912,0.000999443798585346,6,16,1,769.4230994761473,9.732639497164467,775.4160567993506,5.989184281652262,0
0374.csv,False,False,False,5.48410162661283,10477.67994203151,32916.602332551316,0.0009924538824921036,6,9,1,12093.176102384743,21.927750187967,12098.660204011358,6.10508959176017,1
0375.csv,False,False,True,3.993651888865582,9544.164868178834,29983.87823452042,0.001017365496986672,6,6,1,1024310.2738658531,1.6569419595005528,1024314.267517742,5.859399201955197,0
0376.csv,False,False,False,2.48128391751877,10016.894441334123,31469.001988679716,0.0010050707056922347,2,3,1,4072.839700584164,30308.557655899887,4075.3209845016827,2.040426130676825,1
0377.csv,False,False,False,5.77429235463578,9637.371152418118,30276.694412354962,0.0010043138278450694,5,17,1,253412291.22248912,40.06791692585835,253412296.99678147,4.911258724138081,0
0378.csv,False,False,True,4.12863444324198,10565.233449361183,33191.65978797424,0.0009931008506197914,5,10,1,3456.949313770156,1.3747054612992302,3461.077948213398,5.065181970325648,1
0379.csv,False,False,True,6.071288412340517,8496.41877806095,26692.286814978648,0.0009908157392596992,1,10,1,1146565.4474112913,0.10172846942398542,1146571.5186997035,0.9839510873917312,1
0380.csv,True,False,False,4.249006715409923,12691.183923336297,39870.53017891019,0.0009923222553486967,6,13,1,0.07100893025848097,14.568442554768527,4.320015645668404,5.9485022866211725,0
0381.csv,False,False,True,3.597842060579373,10082.326548794339,31674.56301678563,0.0010029515448431413,5,8,1,84395888.97815482,28583.734734900077,84395892.57599689,5.026129570846856,1
0382.csv,False,False,True,5.980455053459138,10770.057617957827,33835.1338913151,0.00098070048115818,5,9,1,8721918.85348612,0.4015154604238549,8721924.833941175,4.910079186137432,1
0383.csv,False,False,True,5.551231010248861,9802.53738273157,30795.579428128818,0.0009991026272789696,4,9,1,1.0007136333575837,130.33351443804077,6.551944643606444,3.7773106347766743,0
0384.csv,False,False,False,4.564380613586632,9335.593427222122,29328.631727862183,0.0009925739416900249,3,8,1,114188.2585657217,2.216770007119687,114192.82294633528,2.99246633265788,1
0385.csv,False,False,False,6.0253087267684435,9651.828438332986,30322.113315575963,0.0009963817061340858,5,17,1,21536.061021856134,12.461364447206712,21542.086330582908,5.021273567976603,0
0386.csv,False,False,False,5.132485710779642,9844.775286972465,30928.27371779504,0.001001201345136244,3,12,1,96940.3570850248,77.31926297671389,96945.4895707356,2.9770101632089685,0
0387.csv,False,False,False,5.186063100120752,9119.414563974136,28649.485799220907,0.0009820649350659877,5,10,1,22081.39207416158,24.099827445874638,22086.578137261706,4.962181982209216,1
0388.csv,False,False,True,4.470654088004496,9194.792411817187,28886.29229224805,0.0010011983894124355,4,5,1,255.0635913668964,0.0004188461781847212,259.5342454549009,4.093431550099641,0
0389.csv,False,False,True,5.897213518113595,8883.844334309772,27909.420096302885,0.0009992741107988864,4,7,1,46674.52489368613,0.00014046905554857857,46680.42210720423,3.765418539060432,1
0390.csv,False,False,True,6.487399708713129,10693.340794768803,33594.12088317771,0.0010170938336389226,6,11,1,1491070089.9817982,2507.3711920204205,1491070096.469198,5.964036720599602,0
0391.csv,False,False,False,5.719788899769089,9745.47791718718,30616.321830356806,0.0010053802305523467,5,9,1,173346.0085014951,0.014419080241384824,173351.72829039485,5.1571595719489185,0
0392.csv,False,False,True,5.867624965747309,10484.280447167941,32937.33843099792,0.0009938961947012167,4,10,1,2104016.714568584,0.1169819427995226,2104022.5821935497,4.203472959020425,0
0393.csv,False,False,True,4.988470678016872,9504.21554738786,29858.373741807598,0.0009989964190921922,3,10,1,322.2626769992884,0.6991932333622081,327.25114767730526,2.8038122500142877,0
0394.csv,False,False,True,3.3151238016576405,10436.316936596204,32786.65661854537,0.0009887368150201564,3,8,1,25670081.04560194,0.025517256561218442,25670084.36072574,3.164079570046093,1
0395.csv,False,False,False,3.8498514318795336,11131.412310533171,34970.36313885,0.0010150088674892618,5,9,1,158404856.12658635,392.780392481657,158404859.97643778,5.1431662733712615,0
0396.csv,False,False,True,5.675748532469248,11024.608665268313,34634.82959150931,0.0010083326898512462,2,16,1,3764403.592321309,0.0006953366882825327,3764409.268069842,1.9163868457955824,0
0397.csv,False,False,False,5.738568345775852,10036.020263062876,31529.08752971663,0.0009940443360856146,4,10,1,770.1346154214294,5.816843699004044,775.8731837672052,3.843249350544337,0
0398.csv,False,False,True,5.000310615777537,10679.688513128249,33551.23097547101,0.0009979954448554335,5,12,1,11632277.000454385,0.14708604069534126,11632282.000765,4.8604698057284015,0
0399.csv,False,False,True,5.495159069738251,10358.90998726974,32543.475515204555,0.0009955402463780435,6,8,1,6555.958423106001,0.15938378086267024,6561.453582175738,5.896835075978558,0
0400.csv,False,False,False,4.56104074154002,8577.310090500245,26946.41436787717,0.0009889739400751071,6,10,1,7136271.739716102,0.16859995011404302,7136276.300756844,6.094951098771925,1
0401.csv,True,False,False,5.815879171277655,10474.30212858153,32905.990618631666,0.0010089770765999916,5,16,1,864.0903473084064,0.2116087122982788,869.9062264796838,5.205572781753856,0
0402.csv,False,False,True,5.1814401062940565,8394.312474464385,26371.51040171447,0.0009917412022427876,6,11,1,414477.59347311297,62.482695650272035,414482.77491321927,6.0308972165374195,0
0403.csv,False,False,True,5.108037979209811,7516.958705228059,23615.22224568232,0.0009907094536775868,6,7,1,26.20323615935961,36.212057795051216,31.31127413856943,6.057176749465866,1
0404.csv,False,False,False,3.4722627341793686,10411.17528257991,32707.67178298868,0.0010174804177579488,4,6,1,3737502.0464664474,0.4002407644012408,3737505.51872918,4.162768427745659,0
0405.csv,False,False,True,4.178633162033077,8725.40540970136,27411.66953471043,0.0009951018443546047,5,13,1,17406.712997732186,0.0553281927329624,17410.891630894217,4.987204812986162,0
0406.csv,False,False,True,4.436050367863153,11280.342626694752,35438.24152600002,0.0009911194590378296,6,16,1,2771.641574423356,0.000618474812330082,2776.077624791218,5.9827790004790975,0
0407.csv,False,False,False,4.485528611091324,9498.970552913042,29841.89610569739,0.0009930746946244576,4,15,1,6.38103203925972,0.3775374367439879,10.866560650351042,3.975348819169248,0
0408.csv,False,False,True,4.82892516050071,9368.572938600098,29432.23991852621,0.0010074835102892742,7,10,1,126584623.38210712,57.797548119773424,126584628.21103226,7.084496892176611,0
